 ","Chicago International Film Festival
 ","Chlotrudis Awards
 ","Dallas-Fort Worth Film Critics Association Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Georgia Film Critics Association (GAFCA)
 ","GLAAD Media Awards
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Gotham Awards
 ","Guldbagge Awards
 ","Hawaii International Film Festival
 ","Hollywood Film Awards
 ","Hollywood Music In Media Awards (HMMA)
 ","Houston Film Critics Society Awards
 ","IGN Summer Movie Awards
 ","Image Awards
 ","Indiana Film Journalists Association, US
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Film Music Critics Award (IFMCA)
 ","International Online Cinema Awards (INOCA)
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","London Film Festival
 ","Los Angeles Film Critics Association Awards
 ","Mar del Plata Film Festival
 ","Mill Valley Film Festival
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","Nevada Film Critics Society
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","North Carolina Film Critics Association
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PGA Awards
 ","Phoenix Critics Circle
 ","Phoenix Film Critics Society Awards
 ","Rotterdam International Film Festival
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Seattle Film Critics Awards
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Toronto Film Critics Association Awards
 ","Toronto International Film Festival
 ","USC Scripter Award
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Women Film Critics Circle Awards
 ","World Soundtrack Awards
 ","Writers Guild of America, USA
 ","Young Artist Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt1895587/?ref_=adv_li_i,Spotlight ,(2015),Tom McCarthy,"
USA","$20,000,000
            (estimated)"," $45,055,776","Spotlight 
             (I) (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AACTA International Awards
 ","AARP Movies for Grownups Awards
 ","AFI Awards, USA
 ","Alliance of Women Film Journalists
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","Black Film Critics Circle Awards
 ","Bodil Awards
 ","Boston Online Film Critics Association
 ","Boston Society of Film Critics Awards
 ","Broadcast Film Critics Association Awards
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chicago International Film Festival
 ","Chlotrudis Awards
 ","Cinema Brazil Grand Prize
 ","Cinema for Peace Awards
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Dublin Film Critics Circle Awards
 ","Empire Awards, UK
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Georgia Film Critics Association (GAFCA)
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Gotham Awards
 ","Hollywood Film Awards
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","IGN Summer Movie Awards
 ","Indiana Film Journalists Association, US
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Kansas City Film Critics Circle Awards
 ","Kinema Junpo Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Middleburg Film Festival
 ","Mill Valley Film Festival
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","Nevada Film Critics Society
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","North Carolina Film Critics Association
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PGA Awards
 ","Phoenix Critics Circle
 ","Phoenix Film Critics Society Awards
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Seattle Film Critics Awards
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Toronto Film Critics Association Awards
 ","Toronto International Film Festival
 ","Tromsø International Film Festival
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Venice Film Festival
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt2562232/?ref_=adv_li_i,Birdman or (The Unexpected Virtue of Ignorance) ,(2014),Alejandro G. Iñárritu,"
USA","$18,000,000
            (estimated)"," $42,340,598","Birdman or (The Unexpected Virtue of Ignorance) 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AACTA International Awards
 ","AARP Movies for Grownups Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Australian Film Critics Association Awards
 ","Awards Circuit Community Awards
 ","Black Film Critics Circle Awards
 ","Bodil Awards
 ","Boston Online Film Critics Association
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Camerimage
 ","Capri, Hollywood
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chicago International Film Festival
 ","Chlotrudis Awards
 ","Cinema Audio Society, USA
 ","Cinema Bloggers Awards, Portugal
 ","Cinema Brazil Grand Prize
 ","CinEuphoria Awards
 ","Costume Designers Guild Awards
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Dublin Film Critics Circle Awards
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Georgia Film Critics Association (GAFCA)
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Gotham Awards
 ","Grammy Awards
 ","Guild of Music Supervisors Awards
 ","Hellenic Film Academy Awards
 ","Hollywood Film Awards
 ","Hollywood Makeup Artist and Hair Stylist Guild Awards
 ","Hollywood Music In Media Awards (HMMA)
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","Huading Award
 ","IGN Summer Movie Awards
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Italian Online Movie Awards (IOMA)
 ","Jupiter Award
 ","Kansas City Film Critics Circle Awards
 ","Key Art Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics, Online
 ","North Carolina Film Critics Association
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PGA Awards
 ","Phoenix Critics Circle
 ","Phoenix Film Critics Society Awards
 ","Robert Festival
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Screenwriters Choice Awards, Online
 ","Seattle Film Critics Awards
 ","SESC Film Festival, Brazil
 ","Society of Camera Operators
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","The BSC, ACO, GBCT Features Operators Award
 ","Toronto Film Critics Association Awards
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Venice Film Festival
 ","Village Voice Film Poll
 ","Visual Effects Society Awards
 ","Washington DC Area Film Critics Association Awards
 ","World Soundtrack Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt2024544/?ref_=adv_li_i,12 Years a Slave ,(2013),Steve McQueen,"
USA
|
UK","$20,000,000
            (estimated)"," $56,671,993","12 Years a Slave 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AACTA International Awards
 ","AARP Movies for Grownups Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","Acapulco Black Film Festival
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","BAFTA/LA Britannia Awards
 ","BET Awards
 ","Black Film Critics Circle Awards
 ","Black Reel Awards
 ","Boston Online Film Critics Association
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Capri, Hollywood
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chicago International Film Festival
 ","Cinema Bloggers Awards, Portugal
 ","Cinema for Peace Awards
 ","Cinema Writers Circle Awards, Spain
 ","CinEuphoria Awards
 ","Costume Designers Guild Awards
 ","Críticos de Cinema Online Portugueses Awards
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Dublin Film Critics Circle Awards
 ","Empire Awards, UK
 ","FICE - Federazione Italiana Cinema d'Essai
 ","Film by the Sea International Film Festival
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Georgia Film Critics Association (GAFCA)
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Gotham Awards
 ","Guardian Film Awards, UK
 ","Guldbagge Awards
 ","Hamptons International Film Festival
 ","Hollywood Film Awards
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","Humanitas Prize
 ","IGN Summer Movie Awards
 ","Image Awards
 ","Indiana Film Journalists Association, US
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Ischia Global Film & Music Festival
 ","Italian Online Movie Awards (IOMA)
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Mill Valley Film Festival
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","Nevada Film Critics Society
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","North Carolina Film Critics Association
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Richard Attenborough Film Awards, UK
 ","Robert Festival
 ","Russian National Movie Awards
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Sant Jordi Awards
 ","Satellite Awards
 ","Screenwriters Choice Awards, Online
 ","Seattle Film Critics Awards
 ","SESC Film Festival, Brazil
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Stockholm Film Festival
 ","Toronto Film Critics Association Awards
 ","Toronto International Film Festival
 ","USC Scripter Award
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Women Film Critics Circle Awards
 ","Women's Image Network Awards
 ","World Soundtrack Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt1024648/?ref_=adv_li_i,Argo ,(2012),Ben Affleck,"
USA","$44,500,000
            (estimated)"," $136,025,503","Argo 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AACTA International Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","Art Directors Guild
 ","Aspen Filmfest
 ","Austin Film Critics Association
 ","Australian Film Critics Association Awards
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Black Film Critics Circle Awards
 ","BMI Film & TV Awards
 ","Boston Online Film Critics Association
 ","Boston Society of Film Critics Awards
 ","Broadcast Film Critics Association Awards
 ","California on Location Awards
 ","Camerimage
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Cinema Bloggers Awards, Portugal
 ","Cinema Brazil Grand Prize
 ","Cinema Writers Circle Awards, Spain
 ","CinEuphoria Awards
 ","Costume Designers Guild Awards
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Empire Awards, UK
 ","Florida Film Critics Circle Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Georgia Film Critics Association (GAFCA)
 ","Gold Derby Awards
 ","Golden Eagle Awards, Russia
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Grammy Awards
 ","Guild of Music Supervisors Awards
 ","Hollywood Film Awards
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","IGN Summer Movie Awards
 ","Indiewire Critics' Poll
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Italian Online Movie Awards (IOMA)
 ","Kansas City Film Critics Circle Awards
 ","Key Art Awards
 ","Kinema Junpo Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Film Society Awards
 ","Nevada Film Critics Society
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","North Carolina Film Critics Association
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","People's Choice Awards, USA
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Political Film Society, USA
 ","Publicists Guild of America
 ","Rembrandt Awards
 ","Robert Festival
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Satellite Awards
 ","Satellite Awards
 ","Screenwriters Choice Awards, Online
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Teen Choice Awards
 ","Toronto International Film Festival
 ","USC Scripter Award
 ","Village Voice Film Poll
 ","Visual Effects Society Awards
 ","Washington DC Area Film Critics Association Awards
 ","World Soundtrack Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt1655442/?ref_=adv_li_i,The Artist ,(2011),Michel Hazanavicius,"
France
|
USA
|
Belgium","$15,000,000
            (estimated)"," $44,671,682","The Artist 
             (I) (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AACTA International Awards
 ","AARP Movies for Grownups Awards
 ","AFI Awards, USA
 ","Alliance of Women Film Journalists
 ","ALMA Awards
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Argentinean Film Critics Association Awards
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Austin Film Festival
 ","Awards Circuit Community Awards
 ","Black Film Critics Circle Awards
 ","Bodil Awards
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","California on Location Awards
 ","Cannes Film Festival
 ","Capri, Hollywood
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chicago International Film Festival
 ","Chlotrudis Awards
 ","Cinema Bloggers Awards, Portugal
 ","Cinema Writers Circle Awards, Spain
 ","Costume Designers Guild Awards
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Denver Film Critics Society
 ","Directors Guild of America, USA
 ","Dublin Film Critics Circle Awards
 ","European Film Awards
 ","European Film Awards
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Ft. Lauderdale International Film Festival
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Georgia Film Critics Association (GAFCA)
 ","Globes de Cristal Awards, France
 ","Gold Derby Awards
 ","Golden Ciak Awards
 ","Golden Eagle Awards, Russia
 ","Golden Trailer Awards
 ","Goya Awards
 ","Grammy Awards
 ","Grand Prix de l'UCC
 ","Hamptons International Film Festival
 ","Hawaii International Film Festival
 ","Hollywood Film Awards
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","Indiana Film Journalists Association, US
 ","Indiewire Critics' Poll
 ","International Film Music Critics Award (IFMCA)
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Iowa Film Critics Awards
 ","Italian National Syndicate of Film Journalists
 ","Italian Online Movie Awards (IOMA)
 ","Las Vegas Film Critics Society Awards
 ","Leeds International Film Festival
 ","London Critics Circle Film Awards
 ","London Film Festival
 ","Lumiere Awards, France
 ","Mill Valley Film Festival
 ","MovieGuide Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Philadelphia Film Festival
 ","Phoenix Film Critics Society Awards
 ","Polish Film Awards
 ","Robert Festival
 ","San Diego Film Critics Society Awards
 ","San Sebastián International Film Festival
 ","Sant Jordi Awards
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Seville European Film Festival
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","St. Louis International Film Festival
 ","Toronto Film Critics Association Awards
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Women Film Critics Circle Awards
 ","Étoiles d'Or, France
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt1504320/?ref_=adv_li_i,The King's Speech ,(2010),Tom Hooper,"
UK
|
USA
|
Australia","$15,000,000
            (estimated)"," $138,797,449","The King's Speech 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Aspen Filmfest
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Bodil Awards
 ","Boston Society of Film Critics Awards
 ","British Independent Film Awards
 ","Broadcast Film Critics Association Awards
 ","Camerimage
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chlotrudis Awards
 ","Cinema Writers Circle Awards, Spain
 ","Costume Designers Guild Awards
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Empire Awards, UK
 ","European Film Awards
 ","Evening Standard British Film Awards
 ","Film Critics Circle of Australia Awards
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Gaudí Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Gold Derby Awards
 ","Golden Eagle Awards, Russia
 ","Golden Schmoes Awards
 ","Goya Awards
 ","Grammy Awards
 ","Hamptons International Film Festival
 ","Houston Film Critics Society Awards
 ","Humanitas Prize
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Film Music Critics Award (IFMCA)
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Italian National Syndicate of Film Journalists
 ","Italian Online Movie Awards (IOMA)
 ","Jupiter Award
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","National Board of Review, USA
 ","National Movie Awards, UK
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","Nikkan Sports Film Awards
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Polish Film Awards
 ","Rembrandt Awards
 ","Robert Festival
 ","Russian Guild of Film Critics
 ","Russian National Movie Awards
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Sant Jordi Awards
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","The BSC, ACO, GBCT Features Operators Award
 ","Toronto Film Critics Association Awards
 ","Toronto International Film Festival
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Women Film Critics Circle Awards
 ","World Soundtrack Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0887912/?ref_=adv_li_i,The Hurt Locker ,(2008),Kathryn Bigelow,"
USA","$15,000,000
            (estimated)"," $17,017,811, 12 May 2015","The Hurt Locker 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","Alliance of Women Film Journalists
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Black Reel Awards
 ","Bodil Awards
 ","Boston Society of Film Critics Awards
 ","British Independent Film Awards
 ","British Society of Cinematographers
